   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000  -0.015  -0.030  -0.070  -0.110
  -0.170  -0.230  -0.085   0.060  -0.035  -0.125  -0.050   0.030   0.460   0.890
   1.175   1.455   1.640   1.825   1.400   0.975   0.625   0.275  -0.060  -0.390
  -0.410  -0.435  -0.615  -0.800  -1.080  -1.355  -1.300  -1.245  -1.295  -1.345
  -1.510  -1.675  -1.610  -1.545  -1.640  -1.735  -1.995  -2.255  -2.095  -1.935
  -1.775  -1.615  -1.520  -1.425   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000  -0.030  -0.055  -0.135  -0.215  -0.340
  -0.465  -0.175   0.120  -0.070  -0.255  -0.100   0.055   0.920   1.785   2.345
   2.905   3.280   3.655   2.800   1.945   1.245   0.545  -0.115  -0.780  -0.825
  -0.870  -1.235  -1.600  -2.155  -2.715  -2.600  -2.490  -2.590  -2.690  -3.020
  -3.350  -3.220  -3.095  -3.285  -3.470  -3.990  -4.510  -4.190  -3.870  -3.550
  -3.225  -3.035  -2.850   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000  -0.030  -0.055  -0.130  -0.205  -0.320  -0.430
  -0.160   0.115  -0.005  -0.125  -0.135  -0.150   0.385   0.925   1.620   2.315
   2.350   2.385   1.730   1.070   0.550   0.030  -0.515  -1.065  -1.085  -1.110
  -1.435  -1.765  -2.285  -2.810  -2.700  -2.595  -2.700  -2.800  -3.150  -3.500
  -3.420  -3.335  -3.500  -3.660  -4.095  -4.530  -4.125  -3.720  -3.205  -2.690
  -2.455  -2.220   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000  -0.025  -0.055  -0.125  -0.195  -0.295  -0.400  -0.145
   0.110   0.060   0.005  -0.175  -0.355  -0.145   0.065   0.895   1.725   1.420
   1.120   0.655   0.195  -0.140  -0.480  -0.915  -1.345  -1.350  -1.350  -1.640
  -1.930  -2.415  -2.900  -2.805  -2.705  -2.810  -2.910  -3.285  -3.655  -3.615
  -3.575  -3.710  -3.850  -4.200  -4.550  -4.060  -3.570  -2.860  -2.155  -1.875
  -1.595   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000  -0.015  -0.025  -0.060  -0.095  -0.150  -0.200  -0.070   0.055
   0.030   0.000  -0.090  -0.180  -0.135  -0.085   0.385   0.860   0.530   0.200
  -0.165  -0.530  -0.770  -1.010  -1.365  -1.715  -1.710  -1.700  -1.915  -2.125
  -2.555  -2.985  -2.905  -2.825  -2.890  -2.960  -3.385  -3.815  -3.780  -3.745
  -3.850  -3.955  -4.205  -4.455  -3.860  -3.265  -2.615  -1.970  -1.480  -0.995
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000  -0.120  -0.240  -0.125  -0.010  -0.360  -0.715  -0.985
  -1.260  -1.400  -1.540  -1.815  -2.085  -2.070  -2.050  -2.185  -2.325  -2.695
  -3.065  -3.005  -2.945  -2.975  -3.005  -3.490  -3.970  -3.945  -3.920  -3.990
  -4.060  -4.210  -4.355  -3.660  -2.965  -2.375  -1.785  -1.085  -0.390   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000  -0.190  -0.380  -0.395  -0.410  -0.610  -0.810  -1.100  -1.385
  -1.565  -1.750  -2.015  -2.280  -2.285  -2.290  -2.410  -2.535  -2.865  -3.190
  -3.115  -3.045  -3.155  -3.270  -3.680  -4.095  -4.115  -4.135  -4.170  -4.210
  -4.275  -4.345  -3.710  -3.070  -2.455  -1.845  -1.175  -0.505   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000  -0.265  -0.525  -0.670  -0.815  -0.865  -0.910  -1.210  -1.510  -1.730
  -1.955  -2.215  -2.480  -2.505  -2.530  -2.640  -2.745  -3.030  -3.320  -3.230
  -3.140  -3.335  -3.530  -3.875  -4.215  -4.285  -4.355  -4.355  -4.355  -4.345
