   4.316   3.802   2.677   1.250  -0.121  -0.972  -1.201  -1.146
  -0.961  -0.791  -0.670  -0.740  -0.528  -0.490  -0.389  -0.183
  -0.070   0.000   0.000   0.000   0.000   0.000   0.000   0.000
  -0.266  -2.547  -5.035  -2.820  -1.319  -0.147   0.241   0.140
   0.121   0.375   0.855   1.118   1.345   1.666   2.690   1.028
   0.000   0.000   0.000   0.000   0.000   2.346   4.786   3.888
   2.683   1.415   0.138  -0.731  -1.090  -1.255  -1.164  -0.962
  -0.826  -0.765  -0.661  -0.612  -0.504  -0.350  -0.172  -0.015
   0.000   0.000   0.000   0.000   0.000  -0.236  -1.743  -1.028
  -1.703  -1.775  -0.845  -0.091   0.215   0.355   0.375   0.745
   1.087   1.260   0.996   1.948   2.257   0.052   0.000   0.000
   0.000   0.000   0.567   4.367   4.310   3.468   2.626   1.484
   0.381  -0.523  -1.164  -1.350  -1.342  -1.218  -1.010  -0.832
  -0.700  -0.642  -0.604  -0.455  -0.225  -0.041   0.000   0.000
   0.000   0.146  -0.041  -2.727  -2.772  -1.310  -1.054  -0.753
  -0.332   0.051   0.281   0.477   0.668   0.845   1.434   1.275
   1.136   2.160   0.752   0.000   0.000   0.000   0.000   0.000
   1.984   4.095   3.868   3.234   2.506   1.499   0.515  -0.373
  -1.002  -1.428  -1.519  -1.415  -1.150  -0.841  -0.653  -0.618
  -0.581  -0.480  -0.260  -0.012   0.073   0.061   0.011  -0.724
  -1.899  -2.417  -1.793  -1.023  -0.407  -0.217   0.026   0.292
   0.541   0.662   0.675   0.781   1.133   1.210   2.232   2.007
   0.000   0.000   0.000   0.000  -0.093  -0.078   2.201   3.109
   3.249   2.924   2.500   1.654   0.623  -0.308  -0.923  -1.393
  -1.498  -1.472  -1.206  -0.892  -0.621  -0.447  -0.397  -0.352
  -0.285  -0.123  -0.001   0.286   0.056  -2.435  -2.574  -1.987
  -1.279  -0.935  -0.505  -0.029   0.326   0.585   0.688   0.728
   0.770   1.058   1.307   1.515   1.690   0.464   0.000   0.000
   0.000   0.000  -0.345   0.532   1.913   2.585   2.552   2.656
   2.713   1.566   0.542  -0.308  -0.978  -1.365  -1.486  -1.529
  -1.298  -0.954  -0.577  -0.283  -0.213  -0.154  -0.154  -0.135
  -0.126  -0.156  -1.149  -1.845  -2.250  -1.145  -0.852  -0.823
  -0.385  -0.058   0.453   0.923   0.829   0.643   0.987   1.644
   1.403   0.925   0.352   0.087   0.000   0.000   0.000   0.000
  -0.501  -0.374   0.699   1.812   2.298   2.567   2.078   1.192
   0.267  -0.398  -0.981  -1.388  -1.584  -1.528  -1.302  -1.022
  -0.594  -0.266  -0.023   0.066  -0.036  -0.139  -0.278  -0.428
  -0.948  -1.374  -1.066   0.000  -0.066  -0.185  -0.536  -0.823
   0.969   1.423   1.029   0.747   1.616   1.184   0.313   0.000
   0.000   0.000   0.000   0.000   0.000   0.000  -0.443  -0.347
   0.458   1.340   2.020   2.412   2.087   1.190   0.191  -0.503
  -1.087  -1.464  -1.656  -1.568  -1.344  -0.960  -0.525  -0.128
   0.041   0.073   0.003  -0.132  -0.290  -0.566  -0.929  -1.273
  -0.460   0.000   0.000   0.000  -2.455  -1.413   2.050   1.539
   0.885   0.292  -0.016   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000  -0.083   0.052   0.210   0.804
   1.612   2.225   2.182   1.358   0.412  -0.423  -1.162  -1.629
  -1.796  -1.623  -1.227  -0.782  -0.413  -0.106   0.085   0.078
  -0.024  -0.149  -0.235  -0.439  -0.652  -0.585  -0.013   0.000
   0.000  -0.407  -1.985   0.654   1.630   1.273   0.077   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.212   0.648   1.377   2.080
   2.220   1.896   0.759  -0.027  -0.923  -1.757  -1.931  -1.647
  -1.204  -0.725  -0.340  -0.054   0.044   0.039  -0.074  -0.090
  -0.205  -0.408  -0.314  -0.115  -0.053  -0.057  -0.021  -0.618
  -0.732  -0.249   1.324   0.905   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.015   0.118   0.688   1.211   1.623   2.034   1.700
   0.934   0.557  -0.237  -1.142  -1.597  -1.636  -1.138  -0.716
  -0.229   0.258   0.151  -0.001  -0.064  -0.087  -0.026   0.000
   0.000   0.000   0.000  -0.063  -0.225  -0.540  -0.476   0.283
   1.305   0.149   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.063   0.367   0.857   1.130   1.058   0.792   0.488   0.286
  -0.168  -0.592  -1.203  -1.381  -1.226  -0.684  -0.154   0.101
   0.152  -0.112  -0.206  -0.184   0.000   0.000   0.000   0.056
   0.267   0.158  -0.105  -0.385  -0.413   0.588   0.490   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.256
   0.681   0.507   0.374   0.289   0.248   0.333   0.178  -0.118
  -0.711  -1.145  -1.214  -0.846  -0.329   0.221   0.181  -0.167
  -0.532  -0.279  -0.070  -0.035   0.043   0.459   0.248  -0.234
  -0.190  -0.241   0.066   0.427   0.339   0.125   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.234   0.334   0.326
   0.096  -0.174  -0.278   0.175   0.292   0.182  -0.225  -0.473
  -0.819  -0.673  -0.420  -0.110  -0.063  -0.011   0.037   0.188
  -0.272  -0.292   0.207   1.046   0.142  -0.042   0.066  -0.046
   0.149   0.370   0.434   0.262   0.042   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.035  -0.028  -0.018   0.003
   0.005   0.000  -0.003   0.070   0.317  -0.022  -0.615  -0.525
  -0.471  -0.311  -0.144  -0.009   0.259   0.264  -0.053  -0.231
  -0.122  -0.027  -0.061   0.126  -0.028  -0.090   0.037   0.254
   0.394   0.359   0.023   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000  -0.001  -0.005   0.000   0.000
   0.000   0.211   0.598   0.010  -0.382  -0.453  -0.179  -0.272
  -0.208   0.037   0.120   0.136  -0.016  -0.111  -0.033   0.000
   0.000  -0.010  -0.082  -0.241  -0.112   0.226   0.123   0.045
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.123
   0.129   0.031  -0.352  -0.147  -0.014   0.000   0.000   0.044
   0.149   0.288   0.203  -0.037  -0.150   0.081   0.000   0.000
   0.000   0.001   0.101   0.059   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.039   0.077  -0.101
  -0.173   0.043   0.016   0.000   0.000   0.000   0.056  -0.033
  -0.190  -0.262   0.054   0.408   0.504   0.250   0.004   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
