   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   1.033   2.485   2.102   1.719   1.336   0.953   0.570
   0.187  -0.196  -0.579  -0.962  -1.345  -1.631   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.883
   2.318   1.935   1.552   1.169   0.786   0.402   0.020  -0.363
  -0.746  -1.129  -1.512  -1.267   0.000   0.000   0.000   0.000
  -0.378  -0.953  -1.607  -1.658  -0.806   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.720   2.475   2.151   1.767
   1.385   1.002   0.619   0.235  -0.148  -0.531  -0.913  -1.296
  -1.631  -0.660   0.000   0.000   0.000  -0.281  -1.252  -2.225
  -2.849  -3.123  -3.069  -1.888  -0.856   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   1.788   2.343   0.959   0.784   1.217   0.834
   0.452   0.068  -0.314  -0.698  -1.081  -1.464  -1.230  -0.054
   0.000   0.000   0.000  -0.345  -0.910  -1.916  -2.516  -2.908
  -2.959  -2.809  -2.834  -1.951  -1.222  -0.785  -0.688  -0.469
  -0.030   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   1.717
   2.611   2.243   1.595   1.018   0.937   1.712   0.420  -0.099
  -0.481  -0.864  -1.248  -1.631  -0.623   0.000   0.000   0.000
   0.052   0.131  -0.696  -1.707  -2.171  -2.341  -2.535  -2.792
  -2.891  -2.816  -2.641  -2.150  -1.557  -1.191  -0.798  -0.420
  -0.067   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.777   4.669   5.141   3.098   1.143
   0.608   0.571   0.556   0.513   0.150  -0.112  -0.415  -1.032
  -1.415  -1.192  -0.017   0.000   0.000   0.000   0.000  -0.043
  -1.131  -1.500  -1.586  -1.738  -2.040  -2.258  -2.361  -2.340
  -2.129  -1.816  -1.521  -1.268  -1.018  -0.822  -0.536  -0.251
  -0.098   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   1.735   1.723   0.595   1.831   1.214   1.123   0.660   0.491
   0.328   0.242  -0.026  -0.358  -0.537  -0.790  -1.531  -0.587
   0.000   0.000   0.000   0.000   0.000  -0.629  -1.475  -1.212
  -1.133  -1.142  -1.227  -1.506  -1.582  -1.605  -1.426  -1.154
  -0.879  -0.740  -0.711  -0.596  -0.465  -0.346  -0.197  -0.011
   0.000   0.000   0.000   0.000   0.000   1.547   4.483   5.181
   3.212   1.298   0.521   0.443   0.481   0.424   0.145  -0.134
  -0.515  -0.793  -0.673  -1.075  -1.145  -0.026   0.000   0.000
   0.000   0.000  -0.189  -1.512  -1.078  -0.589  -0.388  -0.428
  -0.533  -0.670  -0.809  -0.792  -0.662  -0.479  -0.246  -0.171
  -0.150  -0.128  -0.142  -0.139  -0.031   0.026   0.000   0.000
   0.000   0.536   2.000   3.644   2.943   2.468   2.090   1.278
   0.547   0.251   0.141  -0.027  -0.191  -0.277  -0.242  -0.342
  -0.592  -1.611  -0.617   0.000   0.000   0.000   0.000   0.000
  -0.657  -1.136  -0.240   0.120   0.348   0.400   0.232   0.116
   0.045   0.008   0.109   0.212   0.353   0.452   0.438   0.314
   0.157   0.092   0.178   0.233   0.234   0.261   0.024   1.047
   2.177   2.881   1.639   1.106   1.084   0.795   0.360   0.033
  -0.195  -0.372  -0.452  -0.511  -0.426   0.008  -0.285  -0.556
   0.000   0.000   0.000   0.000  -0.066  -0.206  -0.944  -0.452
   0.210   0.738   0.808   0.776   0.780   0.808   0.772   0.715
   0.643   0.818   0.945   1.010   0.984   0.853   0.724   0.609
   0.491   0.503   0.666   0.912   1.139   1.108   0.899   0.828
   0.459   0.245   0.174   0.105  -0.057  -0.412  -0.650  -0.759
  -0.687  -1.174  -1.603  -1.975  -2.648  -1.243   0.000   0.000
   0.000   0.000  -0.287  -0.296  -0.359   0.054   0.648   0.940
   0.702   0.883   1.134   1.267   1.317   1.359   1.314   1.344
   1.391   1.449   1.522   1.498   1.284   1.099   0.950   0.931
   0.944   1.159   1.787   1.948   1.156   0.433  -0.159  -0.502
  -0.804  -0.745  -0.745  -1.061  -1.391  -1.677  -2.125  -3.755
  -4.688  -3.971  -1.830  -0.452   0.000   0.000   0.000   0.000
  -0.304   0.081   0.257   0.311   0.338   0.509   0.795   1.152
   1.346   1.452   1.545   1.588   1.633   1.691   1.706   1.703
   1.709   1.602   1.491   1.407   1.247   1.222   1.200   1.307
   1.522   1.572   1.007   0.000  -0.026  -0.656  -0.732  -0.177
  -0.945  -1.404  -1.599  -1.749  -4.986  -4.056  -1.227   0.000
   0.000   0.000   0.000   0.000   0.000   0.000  -0.316  -0.013
   0.400   0.728   0.820   0.868   1.116   1.286   1.368   1.389
   1.423   1.536   1.676   1.740   1.737   1.632   1.530   1.397
   1.325   1.286   1.275   1.288   1.243   1.190   1.116   1.085
   0.304   0.000   0.000   0.000   0.303  -0.292  -1.308  -0.930
  -0.899  -0.606  -0.034   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000  -0.023   0.203   0.476   0.940
   1.164   1.096   0.853   1.197   1.247   1.208   1.190   1.246
   1.333   1.425   1.402   1.275   1.126   1.015   0.969   0.972
   1.016   1.018   0.938   0.952   0.779   0.433  -0.057   0.000
   0.000   0.213   0.728  -0.659  -0.770   0.023   0.037   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.206   0.609   0.968   1.506
   1.418   1.259   1.412   1.286   1.067   0.884   0.890   0.792
   0.738   0.712   0.656   0.565   0.523   0.521   0.570   0.544
   0.516   0.464   0.267  -0.307  -0.532  -0.313  -0.105   0.160
   0.046  -0.419  -0.818  -0.592   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.001   0.096   0.366   0.723   1.178   1.400   1.731
   1.826   1.727   1.428   1.072   0.626   0.390   0.318   0.234
   0.114  -0.002   0.004   0.052   0.094   0.213   0.086   0.000
   0.000  -0.054  -0.353  -0.610  -0.665  -0.256  -0.527  -0.840
  -0.976  -0.138   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.066   0.403   0.723   1.188   1.677   2.087   2.338   2.348
   1.974   1.380   0.815   0.431   0.220  -0.022  -0.116  -0.250
  -0.449  -0.433  -0.159   0.068   0.000   0.000   0.000  -0.072
  -0.246  -0.247  -0.199  -0.139  -0.247  -0.597  -0.362   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.201
   0.557   0.870   1.226   1.701   2.167   2.338   2.093   1.655
   1.078   0.628   0.303   0.074  -0.034  -0.060  -0.185  -0.235
  -0.176  -0.229  -0.171   0.093   0.315   0.065   0.247   0.568
   0.537   0.332   0.089  -0.172  -0.079  -0.008   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.154   0.331   0.561
   0.790   0.874   0.849   0.934   1.135   1.377   0.937   0.412
   0.231   0.130   0.184   0.285   0.087   0.005   0.022   0.011
  -0.040   0.164   0.434   0.327   0.829   0.887   0.542   0.396
   0.212   0.296   0.353   0.037  -0.002   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.029   0.216   0.323   0.312
   0.088   0.000   0.031   0.475   0.431   0.414   0.225   0.273
   0.173   0.132   0.067   0.004   0.185   0.382   0.522   0.421
   0.146   0.081   0.276  -0.093  -0.195  -0.089  -0.037  -0.355
  -0.355  -0.162   0.008   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.027   0.000   0.000
   0.000   0.086   0.325   0.656   0.743   0.609   0.427   0.235
   0.097   0.079   0.256   0.550   0.582   0.457   0.023   0.000
   0.000  -0.020  -0.157  -0.512  -0.636  -0.527  -0.672  -0.397
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.263
   0.636   0.985   0.810   0.395   0.091   0.000   0.000   0.095
   0.161   0.305   0.642   0.832   0.552   0.183   0.000   0.000
   0.000  -0.015  -0.154  -0.105   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.096   0.456   0.677
   0.553  -0.020  -0.008   0.000   0.000   0.000   0.036   0.281
   0.583   0.912   0.716   0.379   0.031  -0.016   0.001   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000  -2.130  -5.134  -4.390  -3.646  -2.902  -2.158  -1.415
  -0.671   0.073   0.817   1.559   2.304   2.859   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000  -3.882
  -4.809  -4.065  -3.321  -2.578  -1.834  -1.090  -0.346   0.398
   1.141   1.884   2.628   2.220   0.000   0.000   0.000   0.000
  -0.022   0.231   0.386  -0.063  -0.121   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000  -1.485  -4.761  -4.484  -3.741
  -2.996  -2.253  -1.509  -0.765  -0.021   0.721   1.466   2.209
   2.859   1.158   0.000   0.000   0.000  -0.051   0.718   1.391
   1.220   0.273  -0.704  -0.653  -0.501   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000  -1.442  -2.177  -1.274  -0.793  -2.672  -1.928
  -1.184  -0.440   0.303   1.046   1.790   2.534   2.155   0.094
   0.000   0.000   0.000   0.532   1.574   2.491   1.764   0.572
  -0.707  -1.408  -1.487  -0.898  -0.351   0.032   0.002  -0.107
  -0.014   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000   0.000   0.000   0.000   0.000  -1.091
  -3.737  -2.032  -0.584   0.254   0.740   0.045  -1.125  -0.117
   0.627   1.371   2.115   2.859   1.093   0.000   0.000   0.000
   0.090   0.900   2.694   3.336   2.393   0.943  -0.342  -1.284
  -1.410  -1.072  -0.717  -0.373  -0.370  -0.409  -0.335  -0.161
  -0.029   0.000   0.000   0.000   0.000   0.000   0.000   0.000
   0.000   0.000   0.000  -0.169  -1.745  -1.813  -1.897  -0.906
  -0.194  -0.063   0.000   0.241   0.506   0.553   0.708   1.696
   2.440   2.091   0.030   0.000   0.000   0.000   0.000   0.532
