0.0000   0.000000
0.0727  -0.100000
0.1191  -0.018000
0.1691  -0.028894
0.1295  -0.031915
0.2534  -0.034797
0.2968  -0.036773
0.3250  -0.037812
0.2783  -0.037903
0.4077  -0.037105
0.4478  -0.035541
0.4711  -0.033384
0.4569  -0.030836
0.5315  -0.028117
0.5485  -0.025435
0.5777  -0.022974
0.5906  -0.020878
0.6168  -0.019237
0.5639  -0.018082
0.6203  -0.017390
0.6703  -0.017089
0.6009  -0.017067
0.6861  -0.017191
0.7161  -0.017320
0.6603  -0.017326
0.6690  -0.017105
0.7648  -0.016589
0.7999  -0.015755
0.7177  -0.014623
0.7596  -0.013256
0.8119  -0.011746
0.7757  -0.010207
0.7790  -0.008761
0.7910  -0.007519
0.7998  -0.006569
0.8285  -0.005971
0.8751  -0.005742
0.7945  -0.005858
0.8335  -0.006258
0.8671  -0.006848
0.8943  -0.007515
0.8549  -0.008138
0.8307  -0.008602
0.9012  -0.008812
0.8883  -0.008704
0.9258  -0.008252
0.8986  -0.007469
0.8680  -0.006411
0.9566  -0.005164
0.9073  -0.003841
0.9200  -0.002562
0.9409  -0.001447
0.9771  -0.000600
0.9673  -0.000095
0.9271   0.000029
0.8879  -0.000226
0.9467  -0.000817
0.8976  -0.001665
0.9682  -0.002662
0.9410  -0.003685
0.9689  -0.004609
0.9502  -0.005318
0.9753  -0.005723
0.9830  -0.005765
1.0027  -0.005426
1.0063  -0.004731
0.9729  -0.003743
0.9686  -0.002556
0.9908  -0.001288
1.0113  -0.000062
0.9495   0.000998
0.9991   0.001790
1.0216   0.002241
0.9591   0.002311
0.9810   0.002003
0.9549   0.001361
0.9441   0.000461
0.9889  -0.000592
1.0057  -0.001679
0.9332  -0.002678
0.9644  -0.003480
0.9642  -0.003996
1.0183  -0.004173
0.9724  -0.003990
1.0317  -0.003471
1.0179  -0.002671
1.0100  -0.001679
0.9525  -0.000600
0.9534   0.000451
1.0437   0.001363
1.0178   0.002044
0.9480   0.002427
1.0056   0.002478
1.0166   0.002201
0.9401   0.001635
0.9836   0.000852
1.0170  -0.000057
0.9682  -0.000986
0.9636  -0.001828
1.0115  -0.002488
1.0195  -0.002895
1.0358  -0.003003
1.0450  -0.002802
0.9540  -0.002318
1.0110  -0.001607
1.0071  -0.000750
0.9999   0.000157
1.0028   0.001011
0.9875   0.001719
1.0474   0.002202
1.0174   0.002409
1.0402   0.002319
0.9541   0.001945
0.9758   0.001330
0.9658   0.000546
1.0071  -0.000318
0.9734  -0.001164
0.9993  -0.001897
0.9837  -0.002435
1.0411  -0.002717
1.0433  -0.002713
1.0128  -0.002422
0.9717  -0.001876
1.0453  -0.001137
0.9599  -0.000285
0.9775   0.000587
0.9676   0.001382
1.0034   0.002016
1.0240   0.002418
0.9999   0.002548
1.0220   0.002392
1.0235   0.001969
0.9582   0.001327
1.0192   0.000539
0.9529  -0.000309
0.9874  -0.001123
0.9965  -0.001815
1.0119  -0.002310
0.9847  -0.002555
0.9617  -0.002524
0.9616  -0.002225
1.0216  -0.001690
1.0088  -0.000981
1.0076  -0.000177
1.0342   0.000635
1.0078   0.001366
1.0084   0.001935
1.0355   0.002284
1.0433   0.002376
0.9491   0.002203
0.9697   0.001787
0.9697   0.001177
0.9850   0.000441
1.0040  -0.000339
1.0381  -0.001076
0.9764  -0.001689
0.9893  -0.002113
1.0358  -0.002303
1.0452  -0.002239
1.0186  -0.001931
1.0438  -0.001415
1.0131  -0.000750
1.0280  -0.000010
1.0360   0.000722
1.0089   0.001367
0.9688   0.001853
1.0269   0.002129
1.0087   0.002166
0.9850   0.001963
1.0130   0.001543
1.0326   0.000956
0.9598   0.000268
0.9568  -0.000446
1.0026  -0.001105
0.9625  -0.001637
1.0007  -0.001984
0.9709  -0.002111
0.9845  -0.002004
0.9549  -0.001676
0.9956  -0.001167
0.9992  -0.000534
1.0454   0.000153
1.0162   0.000818
0.9983   0.001386
1.0109   0.001797
1.0309   0.002006
0.9668   0.001992
0.9518   0.001757
0.9978   0.001330
1.0032   0.000759
1.0403   0.000108
1.0422  -0.000551
1.0431  -0.001145
1.0023  -0.001609
0.9895  -0.001893
1.0008  -0.001967
0.9560  -0.001824
1.0383  -0.001482
1.0553  -0.000979
1.0517  -0.000373
0.9937   0.000269
0.9993   0.000877
0.9587   0.001383
1.0182   0.001734
1.0124   0.001891
1.0241   0.001839
1.0217   0.001585
1.0059   0.001159
0.9459   0.000608
0.9468  -0.000004
1.0450  -0.000612
1.0198  -0.001147
1.0102  -0.001552
1.0232  -0.001783
1.0044  -0.001817
