-363.50,1365.8686
-362.50,1365.8686
-361.50,1365.5930
-360.50,1366.4654
-359.50,1366.5427
-358.50,1366.5427
-357.50,1366.2719
-356.50,1366.5695
-355.50,1366.2909
-354.50,1366.2909
-353.50,1365.7953
-352.50,1366.6422
-351.50,1366.6241
-350.50,1366.6241
-349.50,1366.0227
-348.50,1366.4044
-347.50,1366.6181
-346.50,1366.6181
-345.50,1365.7130
-344.50,1366.2250
-343.50,1365.9113
-342.50,1365.9113
-341.50,1365.3428
-340.50,1365.3428
-339.50,1365.7686
-338.50,1365.7686
-337.50,1365.8780
-336.50,1365.8780
-335.50,1366.5066
-334.50,1366.5066
-333.50,1366.9569
-332.50,1366.9569
-331.50,1366.4426
-330.50,1366.4426
-329.50,1366.1471
-328.50,1366.1471
-327.50,1366.2795
-326.50,1366.2795
-325.50,1366.4922
-324.50,1366.7681
-323.50,1366.4379
-322.50,1366.4379
-321.50,1366.0173
-320.50,1366.8319
-319.50,1366.7515
-318.50,1366.7515
-317.50,1365.7355
-316.50,1365.9732
-315.50,1365.4252
-314.50,1365.4252
-313.50,1365.0255
-312.50,1365.9700
-311.50,1366.4872
-310.50,1366.4872
-309.50,1366.3290
-308.50,1366.3290
-307.50,1366.5793
-306.50,1366.5793
-305.50,1366.4318
-304.50,1366.8900
-303.50,1366.9902
-302.50,1366.9902
-301.50,1366.6035
-300.50,1367.2408
-299.50,1367.1720
-298.50,1367.1720
-297.50,1366.3588
-296.50,1366.7680
-295.50,1366.9387
-294.50,1366.9387
-293.50,1366.8723
-292.50,1367.4508
-291.50,1367.3630
-290.50,1367.3630
-289.50,1366.7597
-288.50,1366.9802
-287.50,1366.9223
-286.50,1366.9223
-285.50,1366.4889
-284.50,1366.7000
-283.50,1366.7621
-282.50,1366.7621
-281.50,1366.5185
-280.50,1366.8692
-279.50,1366.8021
-278.50,1366.8021
-277.50,1366.7477
-276.50,1367.1978
-275.50,1367.1009
-274.50,1367.1009
-273.50,1366.2903
-272.50,1366.2903
-271.50,1366.1464
-270.50,1366.1464
-269.50,1366.3117
-268.50,1366.3117
-267.50,1366.9647
-266.50,1366.9647
-265.50,1366.8224
-264.50,1366.8224
-263.50,1366.4114
-262.50,1366.4114
-261.50,1366.4114
-260.50,1366.3318
-259.50,1366.3549
-258.50,1366.3484
-257.50,1366.4214
-256.50,1366.6138
-255.50,1366.8860
-254.50,1366.8860
-253.50,1366.8860
-252.50,1366.9370
-251.50,1366.6722
-250.50,1366.6722
-249.50,1366.6000
-248.50,1366.5339
-247.50,1366.3981
-246.50,1366.4614
-245.50,1366.4052
-244.50,1366.4052
-243.50,1365.7659
-242.50,1365.7659
-241.50,1366.4297
-240.50,1366.7319
-239.50,1367.0043
-238.50,1367.0043
-237.50,1366.8626
-236.50,1366.8763
-235.50,1366.5716
-234.50,1366.5716
-233.50,1365.9523
-232.50,1365.9523
-231.50,1366.0294
-230.50,1366.3713
-229.50,1366.3949
-228.50,1366.3949
-227.50,1366.5219
-226.50,1366.5219
-225.50,1366.8082
-224.50,1366.9414
-223.50,1366.8855
-222.50,1366.8855
-221.50,1366.5451
-220.50,1366.9270
-219.50,1367.1000
-218.50,1367.1000
-217.50,1366.8589
-216.50,1367.1015
-215.50,1367.0456
-214.50,1367.0456
