forw,   36,  337, -0.3908,   1.1220
forw,   36,  349, -0.4108,   2.8339
forw,   36,  361, -0.3826,   2.6619
forw,   36,  373, -0.3868,   4.7659
forw,   36,  385, -0.3544,   8.2320
forw,   36,  397, -0.3136,  11.0982
forw,   36,  409, -0.0269,  -8.2121
forw,   36,  421, -0.0338, -12.6131
forw,   36,  433, -0.3054,   2.4895
forw,   36,  445, -0.3291,   5.5805
forw,   36,  457, -0.2069,   0.8306
forw,   36,  469, -0.2006,   2.3929
forw,   36,  481, -0.1259,  -2.8907
forw,   36,  493, -0.1490,  -1.8321
forw,   36,  505, -0.2280,   2.1571
forw,   36,  517, -0.2404,   5.2956
forw,   36,  529, -0.2135,   7.3132
forw,   36,  541, -0.0991,   1.4242
forw,   36,  553, -0.0179,  -3.7622
forw,   36,  565, -0.0784,  -4.2653
forw,   36,  577, -0.1936,   5.3380
forw,   36,  589, -0.2615,  12.1492
forw,   36,  601, -0.0311,   0.8686
forw,   36,  613,  0.0421,  -7.2495
forw,   36,  625, -0.0754,   0.3327
forw,   36,  637, -0.1600,   5.6188
forw,   36,  649, -0.0606,   2.0602
forw,   36,  661, -0.1052,   7.5654
forw,   36,  673, -0.0437,   6.7193
forw,   36,  685,  0.0664,   1.2868
forw,   36,  697,  0.0663,   2.0634
forw,   36,  709,  0.0526,   3.9168
forw,   36,  721,  0.1309,  -0.3245
forw,   36,  733,  0.1426,  -1.0898
forw,   36,  745,  0.1003,   3.5306
forw,   36,  757,  0.1578,  -1.7271
forw,   36,  769,  0.2575, -11.9158
forw,   36,  781,  0.0737,  -4.8879
forw,   36,  793, -0.0057,  -1.9111
forw,   36,  805, -0.0084,  -2.6206
forw,   36,  817, -0.0007,  -6.0058
forw,   36,  829, -0.1371,   4.0169
forw,   36,  841, -0.1875,   9.8074
forw,   36,  853, -0.0472,   6.3203
forw,   36,  865,  0.1170,  -7.2146
forw,   36,  877,  0.1240, -11.4787
forw,   36,  889, -0.0976,  -3.1520
forw,   36,  901, -0.2198,   8.8946
forw,   36,  913, -0.2093,  13.4497
forw,   36,  925,  0.0691,  -0.1355
forw,   36,  937,  0.1273,  -5.1405
forw,   36,  949,  0.0446,  -0.0351
forw,   36,  961,  0.0048,   3.7183
forw,   36,  973,  0.0724,   1.8838
forw,   36,  985,  0.1900, -11.0799
forw,   36,  997,  0.0986,  -8.7278
forw,   36, 1009, -0.1475,   4.5616
forw,   36, 1021, -0.0888,   3.4082
forw,   36, 1033, -0.0350,   0.9108
forw,   36, 1045, -0.0700,   5.7815
forw,   36, 1057, -0.0119,   2.8672
forw,   36, 1069,  0.0984,  -5.6792
forw,   36, 1081, -0.0110,   0.4276
forw,   36, 1093, -0.1112,   9.8279
forw,   36, 1105,  0.0908,  -4.9476
forw,   36, 1117,  0.1416,  -9.5641
forw,   36, 1129, -0.0774,  -0.3447
forw,   36, 1141, -0.1011,   6.6030
forw,   36, 1153, -0.0852,   7.3913
forw,   36, 1165,  0.0861,   1.3924
forw,   60,  313, -0.2340,  -3.9017
forw,   60,  325, -0.3717,   0.2161
forw,   60,  337, -0.4013,   1.7682
forw,   60,  349, -0.4098,   2.8525
forw,   60,  361, -0.4275,   5.7484
forw,   60,  373, -0.4195,   7.9456
forw,   60,  385, -0.2696,   2.5875
forw,   60,  397, -0.1559,  -2.2225
forw,   60,  409, -0.0830,  -4.5660
forw,   60,  421, -0.1536,  -2.4589
forw,   60,  433, -0.3049,   2.7880
forw,   60,  445, -0.3092,   4.1721
forw,   60,  457, -0.1973,   0.5347
forw,   60,  469, -0.1762,  -0.1694
forw,   60,  481, -0.1510,  -1.0126
forw,   60,  493, -0.1871,   0.8866
forw,   60,  505, -0.2606,   4.7017
forw,   60,  517, -0.2113,   3.6330
forw,   60,  529, -0.1509,   1.9291
forw,   60,  541, -0.0503,  -2.4890
forw,   60,  553, -0.0709,  -0.9230
forw,   60,  565, -0.1674,   3.1457
forw,   60,  577, -0.1712,   3.8909
forw,   60,  589, -0.1270,   1.5821
forw,   60,  601, -0.0204,  -1.1226
forw,   60,  613, -0.0343,  -0.7582
forw,   60,  625, -0.0926,   1.4949
forw,   60,  637, -0.1633,   5.2627
forw,   60,  649, -0.0833,   4.1126
forw,   60,  661, -0.0622,   4.0607
forw,   60,  673, -0.0067,   3.1506
forw,   60,  685,  0.0629,   1.5902
forw,   60,  697,  0.0817,   1.1634
forw,   60,  709,  0.0854,   1.1717
forw,   60,  721,  0.1032,   1.5758
forw,   60,  733,  0.1471,  -0.6124
forw,   60,  745,  0.1883,  -3.6478
forw,   60,  757,  0.1967,  -5.2448
forw,   60,  769,  0.1877,  -6.1740
forw,   60,  781,  0.0542,  -3.0349
forw,   60,  793,  0.0134,  -3.1842
forw,   60,  805, -0.0488,  -0.5153
forw,   60,  817, -0.0997,   2.0801
