back,   36,  373, -0.3868,   4.7659
back,   36,  385, -0.3544,   8.2320
back,   36,  397, -0.3136,  11.0982
back,   36,  409, -0.0269,  -8.2121
back,   36,  421, -0.0338, -12.6131
back,   36,  433, -0.3054,   2.4895
back,   36,  445, -0.3291,   5.5805
back,   36,  457, -0.2069,   0.8306
back,   36,  469, -0.2006,   2.3929
back,   36,  481, -0.1259,  -2.8907
back,   36,  493, -0.1490,  -1.8321
back,   36,  505, -0.2280,   2.1571
back,   36,  517, -0.2404,   5.2956
back,   36,  529, -0.2135,   7.3132
back,   36,  541, -0.0991,   1.4242
back,   36,  553, -0.0179,  -3.7622
back,   36,  565, -0.0784,  -4.2653
back,   36,  577, -0.1936,   5.3380
back,   36,  589, -0.2615,  12.1492
back,   36,  601, -0.0311,   0.8686
back,   36,  613,  0.0421,  -7.2495
back,   36,  625, -0.0754,   0.3327
back,   36,  637, -0.1600,   5.6188
back,   36,  649, -0.0606,   2.0602
back,   36,  661, -0.1052,   7.5654
back,   36,  673, -0.0437,   6.7193
back,   36,  685,  0.0664,   1.2868
back,   36,  697,  0.0663,   2.0634
back,   36,  709,  0.0526,   3.9168
back,   36,  721,  0.1309,  -0.3245
back,   36,  733,  0.1426,  -1.0898
back,   36,  745,  0.1003,   3.5306
back,   36,  757,  0.1578,  -1.7271
back,   36,  769,  0.2575, -11.9158
back,   36,  781,  0.0737,  -4.8879
back,   36,  793, -0.0057,  -1.9111
back,   36,  805, -0.0084,  -2.6206
back,   36,  817, -0.0007,  -6.0058
back,   36,  829, -0.1371,   4.0169
back,   36,  841, -0.1875,   9.8074
back,   36,  853, -0.0472,   6.3203
back,   36,  865,  0.1170,  -7.2146
back,   36,  877,  0.1240, -11.4787
back,   36,  889, -0.0976,  -3.1520
back,   36,  901, -0.2198,   8.8946
back,   36,  913, -0.2093,  13.4497
back,   36,  925,  0.0691,  -0.1355
back,   36,  937,  0.1273,  -5.1405
back,   36,  949,  0.0446,  -0.0351
back,   36,  961,  0.0048,   3.7183
back,   36,  973,  0.0724,   1.8838
back,   36,  985,  0.1900, -11.0799
back,   36,  997,  0.0986,  -8.7278
back,   36, 1009, -0.1475,   4.5616
back,   36, 1021, -0.0888,   3.4082
back,   36, 1033, -0.0350,   0.9108
back,   36, 1045, -0.0700,   5.7815
back,   36, 1057, -0.0119,   2.8672
back,   36, 1069,  0.0984,  -5.6792
back,   36, 1081, -0.0110,   0.4276
back,   36, 1093, -0.1112,   9.8279
back,   36, 1105,  0.0908,  -4.9476
back,   36, 1117,  0.1416,  -9.5641
back,   36, 1129, -0.0774,  -0.3447
back,   36, 1141, -0.1011,   6.6030
back,   36, 1153, -0.0852,   7.3913
back,   36, 1165,  0.0861,   1.3924
back,   60,  373, -0.4195,   7.9456
back,   60,  385, -0.2696,   2.5875
back,   60,  397, -0.1559,  -2.2225
back,   60,  409, -0.0830,  -4.5660
back,   60,  421, -0.1536,  -2.4589
back,   60,  433, -0.3049,   2.7880
back,   60,  445, -0.3092,   4.1721
back,   60,  457, -0.1973,   0.5347
back,   60,  469, -0.1762,  -0.1694
back,   60,  481, -0.1510,  -1.0126
back,   60,  493, -0.1871,   0.8866
back,   60,  505, -0.2606,   4.7017
back,   60,  517, -0.2113,   3.6330
back,   60,  529, -0.1509,   1.9291
back,   60,  541, -0.0503,  -2.4890
back,   60,  553, -0.0709,  -0.9230
back,   60,  565, -0.1674,   3.1457
back,   60,  577, -0.1712,   3.8909
back,   60,  589, -0.1270,   1.5821
back,   60,  601, -0.0204,  -1.1226
back,   60,  613, -0.0343,  -0.7582
back,   60,  625, -0.0926,   1.4949
back,   60,  637, -0.1633,   5.2627
back,   60,  649, -0.0833,   4.1126
back,   60,  661, -0.0622,   4.0607
back,   60,  673, -0.0067,   3.1506
back,   60,  685,  0.0629,   1.5902
back,   60,  697,  0.0817,   1.1634
back,   60,  709,  0.0854,   1.1717
back,   60,  721,  0.1032,   1.5758
back,   60,  733,  0.1471,  -0.6124
back,   60,  745,  0.1883,  -3.6478
back,   60,  757,  0.1967,  -5.2448
back,   60,  769,  0.1877,  -6.1740
back,   60,  781,  0.0542,  -3.0349
back,   60,  793,  0.0134,  -3.1842
back,   60,  805, -0.0488,  -0.5153
back,   60,  817, -0.0997,   2.0801
back,   60,  829, -0.1496,   5.3641
back,   60,  841, -0.0832,   2.3087
back,   60,  853,  0.0652,  -3.5310
back,   60,  865,  0.1105,  -6.8074
back,   60,  877, -0.0095,  -1.8032
back,   60,  889, -0.2020,   5.9214
back,   60,  901, -0.1757,   6.1884
back,   60,  913, -0.0904,   3.8264
back,   60,  925,  0.0695,  -0.5455
back,   60,  937,  0.0711,  -0.2120
back,   60,  949,  0.0183,   2.1617
back,   60,  961,  0.0929,  -2.4415
back,   60,  973,  0.1468,  -5.2676
back,   60,  985,  0.1044,  -4.3928
back,   60,  997,  0.0125,  -1.5656
back,   60, 1009, -0.1273,   2.9123
back,   60, 1021, -0.0967,   3.4464
back,   60, 1033, -0.0460,   2.2419
back,   60, 1045,  0.0062,  -0.1618
back,   60, 1057,  0.0113,  -0.1097
back,   60, 1069,  0.0103,   1.2691
back,   60, 1081,  0.0197,  -0.6053
back,   60, 1093,  0.0050,  -0.5312
back,   60, 1105,  0.0844,  -4.1368
back,   60, 1117,  0.0207,  -0.6469
back,   60, 1129, -0.1233,   4.4550
back,   60, 1141, -0.0862,   4.9422
back,   60, 1153, -0.0704,   6.0947
back,   60, 1165,  0.0672,   3.2615
back,   84,  373, -0.2957,   1.4518
back,   84,  385, -0.2276,   0.1126
back,   84,  397, -0.1831,  -0.7749
back,   84,  409, -0.1389,  -1.5624
back,   84,  421, -0.2051,   0.3142
back,   84,  433, -0.2881,   2.0573
back,   84,  445, -0.2652,   1.7304
back,   84,  457, -0.1921,   0.1987
back,   84,  469, -0.1947,   0.6690
back,   84,  481, -0.2043,   1.7146
back,   84,  493, -0.2040,   1.9867
back,   84,  505, -0.2205,   2.5670
back,   84,  517, -0.1502,   0.4898
back,   84,  529, -0.1385,   0.8362
back,   84,  541, -0.1165,   0.9495
back,   84,  553, -0.1050,   0.9768
back,   84,  565, -0.1188,   0.8009
back,   84,  577, -0.1295,   1.4218
back,   84,  589, -0.1248,   1.4856
back,   84,  601, -0.0430,  -0.0263
back,   84,  613, -0.0816,   1.5329
back,   84,  625, -0.1237,   3.1692
back,   84,  637, -0.1397,   4.0532
back,   84,  649, -0.0653,   3.0449
back,   84,  661, -0.0434,   3.0832
back,   84,  673,  0.0154,   2.0999
back,   84,  685,  0.0758,   0.9131
back,   84,  697,  0.0715,   1.5780
back,   84,  709,  0.1008,   0.6006
back,   84,  721,  0.1687,  -1.7902
back,   84,  733,  0.1938,  -3.1234
back,   84,  745,  0.1895,  -3.7397
back,   84,  757,  0.1771,  -4.1743
back,   84,  769,  0.1674,  -5.0219
back,   84,  781,  0.0239,  -1.8053
back,   84,  793, -0.0554,   0.3549
back,   84,  805, -0.0995,   2.2154
back,   84,  817, -0.0765,   1.2153
back,   84,  829, -0.0509,   0.1034
back,   84,  841, -0.0090,  -1.6032
back,   84,  853,  0.0202,  -1.6039
back,   84,  865, -0.0170,  -0.0693
back,   84,  877, -0.0660,   1.4266
back,   84,  889, -0.1547,   3.5459
back,   84,  901, -0.1252,   3.4612
back,   84,  913, -0.0700,   2.8104
back,   84,  925,  0.0425,   0.8601
back,   84,  937,  0.1088,  -1.8371
back,   84,  949,  0.0976,  -2.2280
back,   84,  961,  0.0868,  -2.2565
back,   84,  973,  0.0946,  -2.5604
back,   84,  985,  0.0550,  -1.8100
back,   84,  997, -0.0333,   0.6624
back,   84, 1009, -0.1256,   2.9406
back,   84, 1021, -0.0474,   0.9907
back,   84, 1033, -0.0189,   0.5426
back,   84, 1045, -0.0286,   1.5369
back,   84, 1057,  0.0241,  -0.3609
back,   84, 1069,  0.0575,  -1.3705
back,   84, 1081,  0.0428,  -1.7257
back,   84, 1093, -0.0222,   0.5473
back,   84, 1105,  0.0060,   0.2054
back,   84, 1117, -0.0240,   1.5800
back,   84, 1129, -0.1320,   4.8928
back,   84, 1141, -0.0825,   4.8411
back,   84, 1153, -0.0197,   3.6239
